section,section_name,code,name,description,abstract,exclude
15类,贱金属及其制品,75,镍及其制品,"、本章所用有关名词解释如下：
（一）非合金镍
按重量计镍及钴的含量至少为99%的金属，但：
1.按重量计含钴量不超过1.5%；
2.按重量计其他各种元素的含量不超过下表中规定的限量：
其他元素表
元素 所含重量百分比
Fe 铁 0.5
O 氧 0.4
其他元素，每种 0.3
（二）镍合金
按重量计含镍量大于其他元素单项含量的金属物质，但：
1.按重量计含钴量超过1.5%；
2.按重量计至少有一种其他元素的含量超过上表中规定的限量；或
3.除镍及钴以外，按重量计其他元素的总含量超过1%。
二、子目7508.10 所称“丝”，不受第十五类注释九（三）的限制，仅适用于截面尺寸不超过6 毫米的任何截面形状的
产品，不论是否盘卷。",镍锭、镍板带条线等,
15类,贱金属及其制品,76,铝及其制品,"本章所用有关名词解释如下 ： 
一、非合金锌  
按重量计含锌量至少为 97.5%的金属。  
二、锌合金  
     按重量计含锌量大于其他元素单项含量的金属物质，但按重量计其他元素的总含量超过 2.5%。 
三、锌末  
冷凝锌雾所得的锌末。该产品由球形微粒组成，比锌粉更为精细，按重量计至少 80%的微粒可以通过孔径为 63微
米的筛子，而且必须含有按重量计至少为 85%的金属锌。",铝及合金、型材、铝箔、结构件等,
15类,贱金属及其制品,78,铅及其制品,"本章所称“精炼铅”，是指：
按重量计含铅量至少为99.9%的金属，但其他各种元素的含量不超过下表中规定的限量：
其他元素表
元 素 所含重量百分比
Ag 银 0.02
As 砷 0.005
Bi 铋 0.05
Ca 钙 0.002
Cd 镉 0.002
Cu 铜 0.08
Fe 铁 0.002
S 硫 0.002
Sb 锑 0.005
Sn 锡 0.005
Zn 锌 0.002
其他（例如碲），每种 0.001",精炼铅、蓄电池极板毛材等,
15类,贱金属及其制品,79,锌及其制品,"子目注释：
本章所用有关名词解释如下：
一、非合金锌
按重量计含锌量至少为 97.5%的金属。
二、锌合金
 按重量计含锌量大于其他元素单项含量的金属物质，但按重量计其他元素的总含量超过 2.5%。
三、锌末
冷凝锌雾所得的锌末。该产品由球形微粒组成，比锌粉更为精细，按重量计至少 80%的微粒可以通过孔径为 63 微
米的筛子，而且必须含有按重量计至少为 85%的金属锌",精炼锌、锌合金、锌末,
15类,贱金属及其制品,80,锡及其制品,"子目注释：
本章所用有关名词解释如下：
一、非合金锡
 按重量计含锡量至少为 99%的金属，但含铋量或含铜量不超过下表中规定的限量：
其他元素表
元 素 所含重量百分比
Bi 铋 0.1
Cu 铜 0.4
二、锡合金
按重量计含锡量大于其他元素单项含量的金属物质，但：
（一）按重量计其他元素的总含量超过 1%；或
（二）按重量计含铋量或含铜量应等于或大于上表中规定的限量。",锡锭、锡条、锡粉及制品,
15类,贱金属及其制品,81,其他贱金属、金属陶瓷及其制品,,钨、钼、钴、钛、镁等金属及金属陶瓷制品,
15类,贱金属及其制品,82,贱金属工具、器具、利口器、餐匙、餐叉及其零件,"一、除喷灯、轻便锻炉、带支架的砂轮、修指甲和修脚用器具及税目82.09的货品外，本章仅包括带有用下列材料制成
的刀片、工作刃、工作面或其他工作部件的物品：
（一）贱金属；
（二）硬质合金或金属陶瓷；
（三）装于贱金属、硬质合金或金属陶瓷底座上的宝石或半宝石（天然、合成或再造）；或
（四）附于贱金属底座上的磨料，当附上磨料后，所具有的切齿、沟、槽或类似结构仍保持其特性及功能。
二、本章所列物品的贱金属零件，应与该制品归入同一税目，但具体列名的零件及手工工具的工具夹具（税目84.66）除外。第十五类注释二所述的通用零件，均不归入本章。电动剃须刀及电动毛发推剪的刀头、刀片应归入税目85.10。
三、由税目82.11的一把或多把刀具与税目82.15至少数量相同的物品构成的成套货品应归入税目82.15",刀具、剪具、餐具、手工具工作部件,"电动工具刀头,85;
通用零件,15类;"
15类,贱金属及其制品,83,贱金属杂项制品,"一、在本章，贱金属零件应与制品一同归类。但税目 73.12、73.15、73.17、73.18及73.20的钢铁制品或其他贱金属
（第七十四章至第七十六章及第七十八章至第八十一章）制的类似物品不应视为本章制品的零件。  
二、税目 83.02所称“脚轮”，是指直径（对于有胎的，连胎计算在内，下同）不超过 75毫米的或直径虽超过 75毫米，
但所装轮或胎的宽度必须小于 30毫米的脚轮。",锁、配件、脚轮、饰物金属配件,
16类,机器、机械器具、电气设备及其零件； 录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,84,核反应堆、锅炉、机器、机械器具及其零件,"一、本章不包括：  
（一）第六十八章的石磨、石碾或其他物品；  
（二）陶瓷材料制的机器或器具（例如，泵）或供任何材料制的机器或器具用的陶瓷零件（第六十九章） ；  
（三）实验室用玻璃器（税目 70.17） ；玻璃制的机器、器具或其他专门技术用途的物品或其零件（税目 70.19或 70.20）； 
（四）税目 73.21或73.22的物品或其他贱金属制的类似物品（第七十四章至第七十六章或第七十八章至第八十一章） ； 
（五）税目 85.08的真空吸尘器；  
（六）税目 85.09的家用电动器具；税目 85.25的数字照相机；或  
（七）第十七类物品用的散热器；或  
（八）非机动的手工操作地板清扫器（税目 96.03）。 
二、除第十六类注释三及本章注释十一另有规定以外， 如果某种机器或器具既符合税目 84.01至84.24中一个或几个税目  
    的规定，或符合税目 84.86的规定，又符合税目 84.25至84.80中一个或几个税目的规定，则应酌情归入税目 84.01
至84.24中的相应税目或税目 84.86，而不归入税目 84.25至84.80中的有关税目。  
（一）但税目 84.19不包括：  
1.催芽装置、孵卵器或育雏器（税目 84.36）； 
2.谷物调湿机（税目 84.37）； 
3.萃取糖汁的浸提装置（税目 84.38）； 
4.纱线、织物及纺织制品的热处理机器（税目 84.51） ；或 
5.温度变化（即使必不可少）仅作为辅助功能的机器、设备或实验室设备。  
（二）税目 84.22不包括：  
1.缝合袋子或类似品用的缝纫机（税目 84.52） ；或 
2.税目84.72的办公室用机器。  
（三）税目 84.24不包括：  
1.喷墨印刷（打印）机器（税目 84.43） ；或 
2.水射流切割机（税目 84.56）。 
三、如果用于加工各种材料的某种机床既符合税目 84.56的规定， 又符合税目 84.57、84.58、84.59、84.60、84.61、84.64 或84.65的规定，则应归入税目 84.56。 
四、税目 84.57仅适用于可以完成下列不同形式机械操作的金属加工机床，但车床（包括车削中心）除外：  
（一）按照机械加工程序从刀具库中自动更换刀具（加工中心） ；  
（二）同时或顺序地自动使用不同的动力头对固定不动的工件进行加工（单工位组合机床） ；  
（三）自动将工件送向不同的动力头（多工位组合机床） 。  
五、税目 84.62用于板材的“纵剪线”是由开卷机、矫平机、纵剪机和收卷机组成的生产线。用于板材的“定尺剪切线”
是由开卷机、矫平机和剪切机组成的生产线。  
六、 
（一）税目 84.71所称“自动数据处理设备” ，是指具有以下功能的机器：  
1.存储处理程序及执行程序直接需要的起码的数据；  
2.按照用户的要求随意编辑程序；  
3.按照用户指令进行算术计算；以及  
4.在运行过程中，可不需人为干预而通过逻辑判断，执行一个处理程序，这个处理程序可改变计算机指令的执行。 
（二）自动数据处理设备可以是一套由若干单独部件所组成的系统。  
（三）除本条注释（四）及（五）另有规定的以外，一个部件如果符合下列所有规定，即可视为自动数据处理系统的一部分：  
1.专用于或主要用于自动数据处理系统；  
2.可以直接或通过一个或几个其他部件同中央处理器相联接；  
3.能够以本系统所使用的方式（代码或信号）接收或传送数据。  
自动数据处理设备的部件如果单独报验，应归入税目 84.71。 
但是,键盘、X—Y坐标输入装置及盘（片）式存储部件，只要符合上述注释（三） 2、3所列的规定，应一律作为税目 84.71的部件归类。  
（四）税目 84.71不包括单独报验的下述设备，即使它们符合上述注释六（三）的所有规定：  
1.打印机、复印机及传真机，不论是否组合在一起；  
2.发送或接收声音、图像或其他数据的设备，包括无线或有线网络的通信设备（如局域网或广播网） ；  
3.扬声器和传声器（麦克风） ；  
4.电视摄像机、数字照相机、视频摄录一体机；  
5.监视器和投影机，未装有电视接收装置。  
（五）装有自动数据处理装置或与自动数据处理设备连接使用，但却从事数据处理以外的某项专门功能的机器，应
按其功能归入相应的税目，对于无法按功能归类的，应归入未列名税目。  
七、税目 84.82还包括最大直径及最小直径与标称直径相差均不超过 1%或0.05毫米（以相差数值较小的为准）的抛光钢珠，其他钢珠归入税目 73.26。 
八、具有一种以上用途的机器在归类时，其主要用途可作为唯一的用途对待。除本章注释二、第十六类注释三另有规定
的以外，凡任何税目都未列明其主要用途的机器，或没有哪一种用途是主要用途的机器，均应归入税目 84.79。税
目84.79还包括将金属丝、纺织纱线或其他各种材料或它们的混合材料制成绳、缆的机器（例如，捻股机、绞扭机、
制缆机） 。  
九、税目 84.70所称“袖珍式” ，仅适用于外形尺寸不超过 170毫米×100毫米×45毫米的机器。  
十、税目 84.85所称“增材制造” （也称 3D打印）指以数字模型为基础，将介质材料（例如，金属、塑料或陶瓷）通过连
续添加、堆叠、凝结和固化形成物体。  
除第十六类注释一及第八十四章注释一另有规定的以外，符合税目 84.85规定的设备，应归入该税目而不归入本协
调制度的其他税目。  
十一、 
（一）第八十五章注释十二（一）及（二）同样适用于本条注释及税目 84.86中所称的“半导体器件”及“集成
电路” 。但本条注释及税目 84.86所称“半导体器件” ，也包括光敏半导体器件及发光二极管（ LED）。  
（二）本条注释和税目 84.86所称“平板显示器的制造设备”包括将各层基片制造成平板的设备。但不包括玻璃
的制造设备、将印刷电路板或其他电子元件装配在平板上的设备。 “平板显示”不包括阴极射线管技术。  
（三）税目 84.86也包括下列机器及装置，其专用或主要用于：  
1.制造或修补掩膜版及投影掩膜版；  
2.组装半导体器件或集成电路；  
3.升降、搬运、装卸单晶柱、晶圆、半导体器件、集成电路和平板显示器。  
（四）除十六类注释一和第八十四章注释一另有规定的以外，符合税目 84.86规定的机器及装置应归入该税目而
不归入本目录的其他税目。  
 
子目注释：  
一、子目 8465.20所称“加工中心” ，仅适用于加工木材、软木、骨、硬质橡胶、硬质塑料或类似硬质材料的加工机床。
这些设备可根据机械加工程序，从刀具库或类似装置中自动更换刀具，以完成不同形式的机械加工。  
二、子目 8471.49所称“系统” ，是指各部件符合第八十四章注释六（三）所列条件，并且至少由一个中央处理部件、一
个输入部件（例如，键盘或扫描器）及一个输出部件（例如，视频显示器或打印机）组成的自动数据处理设备。  
三、子目 8481.20所称“油压或气压传动阀” ，是指在液压或气压系统中专用于传递“流体动力”的阀门，其能源以加压
流体（液体或气体）的形式供给。这些阀门可以具有各种形式（例如，减压阀、止回阀） 。子目 8481.20优先于税目
84.81的所有其他子目。  
四、子目8482.40仅包括滚柱直径 （最大不超过 5毫米）相同，且长度至少是直径三倍的圆滚柱轴承，滚柱的两端可以磨圆 。 
 
本国子目注释：  
一、本国子目 8419.1200 所称“太阳能热水器” ，是指利用太阳能将水从低温加热到高温的装置，由太阳能集热器、储水
箱、支架及相关附件组成，主要依靠太阳能集热器把太阳能转换成热能，使水产生微循环而达到所需热水。  
二、本国子目 8428.9020 所称“机械式停车设备” ，是指通过机械方式搬运、停放车辆的机械设备。此类设备大多采用自
动控制、计算机管理等手段，综合应用机、电、声、光、自动化等技术，达到存取储放车辆的高效率、高可靠性和
 1057  高安全性。此类设备分为升降横移类、垂直循环类、水平循环类、多层循环类、平面移动类、巷道堆垛类、垂直升
降类和简易升降类等多种型式。主要由钢结构件、传动系统、控制系统等部分组成。  
三、本国子目 8479.5011 所称“协作机器人” ，是指能和人类在共同工作空间中协同工作的机器人，由执行机构、一体化
关节和控 制系统组成，其中一体化关节又由伺服电机、减速器、编码器、驱动器和通信总线等组成。  
四、本国子目 8483.1011 所称“曲轴” ，是船用柴油机的重要组成部分，主要功能是与连杆配合将作用于活塞上的气体压
力转变为传动轴（包括曲轴）的旋转动力，曲轴一般由主轴颈、连杆轴颈、曲柄、平衡块、前端和后段等组成。",各类动力设备、工业设备、通用机械、自动数据处理设备（计算机）、各类机械零件,"石磨、石碾或其他物品,68; 
陶瓷材料制的机器或器具、供任何材料制的机器或器具用的陶瓷零件,69; 
实验室用玻璃器,7017; 
玻璃制的机器、器具、其他专门技术用途的物品或其零件,7019、70.20;  
真空吸尘器,8508;  
家用电动器具,8509;
数字照相机,8525;
非机动的手工操作地板清扫器,9603; "
16类,机器、机械器具、电气设备及其零件； 录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,85,电机、电气设备及其零件;录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,"一、本章不包括：  
（一）电暖的毯子、褥子、足套或类似品，电暖的衣服、靴、鞋、耳套或其他供人穿戴的电暖物品；  
（二）税目 70.11的玻璃制品；  
（三）税目 84.86的机器及装置；  
（四）用于医疗、外科、牙科或兽医的真空设备（税目 90.18） ；或 
（五）第九十四章的电热家具。  
二、税目85.01至85.04不适用于税目 85.11、85.12、85.40、85.41或85.42的货品， 但金属槽汞弧整流器仍归入税目 85.04。 
三、税目 85.07所称“蓄电池” ，包括与其一同报验的辅助元件，这些辅助元件具有储电、供电功能，或保护蓄电池免遭
损坏，例如，电路连接器、温控装置（例如，热敏电阻）及电路保护装置，也可包括蓄电池的部分保护外壳。  
四、税目 85.09仅包括通常供家用的下列电动器具：  
（一）任何重量的地板打蜡机、食品研磨机、食品搅拌器及水果或蔬菜的榨汁器；  
（二）重量不超过 20千克的其他机器。  
但该税目不适用于风机、风扇或装有风扇的通风罩及循环气罩（不论是否装有过滤器） （税目 84.14） 、离心干衣机
（税目84.21） 、 洗碟机 （税目 84.22） 、 家用洗衣机 （税目 84.50） 、 滚筒式或其他形式的熨烫机器 （税目 84.20或84.51）、
缝纫机（税目 84.52） 、电剪子（税目 84.67）或电热器具（税目 85.16）。 
五、税目 85.17所称“智能手机”是指使用蜂窝网络的电话机，其安装有移动 操作系统，设计用于实现自动数据处理设
备功能，例如，可下载并同时执行多个应用程序（包括第三方应用程序） ，并且不论是否集成了如数字照相机、辅
助导航系统等其他特征。  
六、税目 85.23所称： 
（一） “固态、非易失性存储器件” （例如， “闪存卡”或“电子闪存卡” ）是指带有接口的存储器件，其在同一壳体
内包含一块或多块闪存（ FLASH E2 PROM） ，以集成电路的形式装配在一块印刷电路板上。它们可以包括一个
集成电路形式的控制器及多个分立无源元件，例如，电容器及电阻器；  
（二）所称“智能卡” ，是指装有一块或多块集成电路  
［微处理器、随机存取存储器（ RAM）或只读存储器（ ROM） ］芯片的卡。这些卡可带有触点、磁条或嵌入式
天线，但不包含任何其他有源或无源电路元件。  
七、税目 85.24所称“平板显示模组” ，是指用于显示信息的装置或器具，至少有一个显示屏，设计为在使用前安装于其
他税目所列货品中。平板显示模组的显示屏包括但不限于平面、曲面、柔性、可折叠或可拉伸等类型。平板显示模
组可装有附加元件，包括接收视频信号所需并将这些信号分配给显示器像素的元件。但是，税目 85.24不包括装有
转换视频信号的组件（例如，图像缩放集成电路，解码集成电路或程序处理器）的显示模组，或具有其他税目所列
货品特征的显示模组。  
本注释所述平板显示模组在归类时，税目 85.24优先于其他税目。  
八、税目 85.34所称“印刷电路” ，是指采用各种印制方法  
（例如，压印、覆镀、腐蚀）或采用“膜电路”工艺，将导线、接点或其他印制元件（例如，电感器、电阻器、电
容器） 按预定的图形单独或互相连接地印制在绝缘基片上的电路， 但能够产生、 整流、 调制或放大电信号的元件 （例
如，半导体元件）除外。  
所称“印刷电路” ，不包括装有非印制元件的电路，也不包括单个的分立式电阻器、电容器及电感器。但印刷电路
可配有非经印刷的连接元件。  
用同样工艺制得的无源元件及有源元件组成的薄膜电路或厚膜电路应归入税目 85.42。 
九、税目 85.36所称“光导纤维、光导纤维束或光缆用连接器” ，是指在有线数字通讯设备中，简单机械地把光纤端部相
连成一线的连接器。它们不具备诸如对信号进行放大、再生或修正等其他功能。  
十、税目 85.37不包括电视接收机或其他电气设备用的无绳红外遥控器（税目 85.43）。 
十一、税目 85.39所称“发光二极管（ LED）光源”包括：  
（一） “发光二极管（ LED）模块” ，是基于发光二极管的电路构成的电光源，模块中包含电气、机械、热力或者
光学等其他元件。 模块还装有分立的有源或无源元件， 或用于提供或控制电源的税目 85.36、85.42的物品。
发光二极管（ LED）模块没有便于在灯具中安装或更换并确保机械和电气连接的灯头设计。  
（二） “发光二极管（ LED）灯泡（管） ” ，是由一个或多个带有电气、机械、热力或者光学元件的 LED模块组成的
电光源。发光二极管（ LED）模块与发光二极管（ LED）灯泡（管）的区别在于后者有便于在灯具中安装或
 1230  更换并确保机械和电气连接的灯头设计。  
十二、税目 85.41及85.42所称： 
（一） 
1． “半导体器件” 是指那些依靠外加电场引起电阻率的变化而进行工作的半导体器件， 或半导体基换能器。  
半导体器件也可以包括由多个元件组装在一起的组件，无论是否有起辅助功能的有源和无源元件。  
本定义所称“半导体基换能器”是指半导体基传感器、半导体基执行器、半导体基谐振器和半导体基振
荡器。这些是不同类型的半导体基分立器件，能实现固有的功能，即可以将任何物理、化学现象或活动
转换为电信号，或者将电信号转换为任何物理现象或活动。  
半导体基换能器内的所有元件都不可分割地组合在一起， 它们也包括为实现其结构或功能而不可分割地
连接在一起的必要材料。  
下列名词的含义是：  
（1） “半导体基”是指用半导体技术，在半导体基片上构建、制造或由半导体材料制造。半导体基片或
材料在换能器的作用和性能中起到不可替代的关键作 用，其工作是基于半导体的物理、电气、化学
和光学等特性。  
（2） “物理或化学现象”是指诸如压力、声波、加速度、振动、运动、方向、张力、磁场强度、电场强
度、光、放射性、湿度、流量和化学浓度等。  
（3）半导体基传感器是一种半导体器件，其由在半导体材料内部或表面制作的微电子或机械结构组成，
具有探测物理量和化学量并将其转换成电信号（因电特性变化或机械结构位移而产生）的功能。  
（4）半导体基执行器是一种半导体器件，其由在半导体材料内部或表面制作的微电子或机械结构组成，
具有将电信号转换成物理运动的功能。  
（5）半导体基谐振器是一种半导体器件，其由在半导体材料内部或表面制作的微电子或机械结构组成，
具有按预先设定的频率产生机械或电振荡的功能，频率取决于响应外部输入的结构的物理参数。  
（6）半导体基振荡器是一种半导体器件，其由在半导体材料内部或表面制作的微电子或机械结构组成，
具有按预先设定的频率产生机械或电振荡的功能，频率取决于这些结构的物理参数。  
2.“发光二极管（ LED） ”是半导体器件，基于可将电能变成可见光、红外线或紫外线的半导体材料，不论
这些器件之间是否通过电路连接以及不论是否带有保护二极管。税目 85.41的发光二极管（ LED）不装有
以提供或控制电源为目的的元件。  
（二） “集成电路” ，是指：  
1.单片集成电路，即电路元件（二极管、晶体管、电阻器、电容器、电感器等）主要整体制作在一片半导
体材料或化合物半导体材料（例如，掺杂硅、砷化镓、硅锗或磷化铟）基片的表面，并不可分割地连接
在一起的电路；  
2.混合集成电路，即通过薄膜或厚膜工艺制得的无源元件（电阻器、电容器、电感器等）和通过半导体工
艺制得的有源元件（二极管、晶体管、单片集成电路等）用互连或连接线实际上不可分割地组合在同一
绝缘基片（玻璃、陶瓷等）上的电路。这种电路也可包括分立元件；  
3.多芯片集成电路是由两个或多个单片集成电路实际上不可分割地组合在一片或多片绝缘基片上构成的
电路，不论是否带有引线框架，但不带有其他有源或无源的电路元件。  
4.多元件集成电路（ MCOs） ：由一个或多个单片、混合或多芯片集成电路以及下列至少一个元件组成：硅
基传感器、执 行器、振荡器、谐振器或其组件所构成的组合体，或者具有税目 85.32、85.33、85.41所
列货品功能的元件，或税目 85.04的电感器。其像集成电路一样实际上不可分割地组合成一体，作为一
种元件，通过引脚、引线、焊球、底面触点、凸点或导电压点进行连接，组装到印刷电路板（ PCB）或
其他载体上。  
在本定义中：  
（1）元件可以是分立的，独立制造后组装到多元件（ MCO）的其余部分上，或者集成到其他元件内。  
（2） “硅基”是指在硅基片上制造，或由硅材料制造而成，或者制造在集成电路裸片上。  
（3） 
①硅基传感器是由在半导体材料内部或表面制作的微电子或机械结构组成， 具有探测物理或化学现
象并将其转换成电信号（因电特性变化或机械结构位移而产生）的功能。 “物理或化学现象”是
指诸如压力、声波、加速度、振动、运动、方向、张力、磁场强度、电场强度、光、放射性、湿
度、流量和化学浓度等现象。  
②硅基执行器是由在半导体材料内部或表面制作的微电子或机械结构组成， 具有将电信号转换成物
理运动的功能。  
③硅基谐振器是由在半导体材料内部或表面制作的微电子或机械结构组成， 具有按预先设定的频率
产生机械或电振荡的功能，频率取决于响应 外部输入的结构的物理参数。  
 1231  ④硅基振荡器是由在半导体材料内部或表面制作的微电子或机械结构组成， 具有按预先设定的频率
产生机械或电振荡的功能，频率取决于这些结构的物理参数。  
本注释所述物品在归类时，即使本协调制度其他税目涉及到上述物品，尤其是物品的功能，仍应优先考虑归入税
目85.41及85.42，但涉及税目 85.23的情况除外。  
 
子目注释：  
一、子目 8525.81仅包括具有以下一项或多项特征的高速电视摄像机、数字照相机及视频摄录一体机：  
-写入速度超过 0.5毫米/微秒； 
-时间分辨率 50纳秒或更短；  
-帧速率超过 225,000帧/秒。 
二、子目 8525.82所称抗辐射或耐辐射电视摄像机、数字照相机及视频摄录一体机，是指经设计或防护以能在高辐射环
境中工作。这些设备可承受至少 50×103 Gy（Si）〔5×106 RAD（Si） 〕的总辐射剂量而不会使其操作性能退化。  
三、子目 8525.83包括夜视电视摄像机、数字照相机及视频摄录一体机，这些设备通过光阴极将捕获的光转换为电子，
再将其放大和转换以形成可见图像。本子目不包括热成像的摄像机或照相机（通常归入子目 8525.89）。 
四、子目 8527.12仅包括有内置放大器但无内置扬声器的盒式磁带放声机，不需外接电源即能工作，且外形尺寸不超过
170毫米×100毫米×45毫米。 
五、子目 8549.11至8549.19所称“废原电池、废原电池组及废蓄电池”是指因破损、拆解、耗尽或其他原因而不能再使
用或不能再充电的电池。  
 
本国子目注释：  
一、本国子目 8516.7130 所称“泵压式咖啡机” ，主要结构由水箱、水泵、加热器、漏斗、微电脑控制部件和附件等六大
部分组成。水箱与水泵连接，通过微电脑控制部件控制水泵从水箱抽水至加热器，水通过加热器加热后，由于水泵
提供的压力使热水流至加热器下部的压力过滤漏斗内，热水从而将压力过滤漏斗内的咖啡粉的精华过滤出来。同时
通过过滤网内的小孔作用产生丰富的泡沫。  
二、本国子目 8539.3230 所称“钠蒸气灯” ，是利用钠蒸气放电产生可见光的电光源。钠灯又分低压钠灯和高压钠灯。低
压钠灯的工作蒸气压不超过几个帕。高压钠灯的工作蒸气压大于 0.01兆帕。 
三、本国子目 8539.3240 所称“汞蒸气灯” ，是利用汞放电时产生汞蒸气获得可见光的电光源。汞灯可分为低压汞灯、高
压汞灯和超高压汞灯三种。低压汞灯点燃时汞蒸气压小于一个大气压，高压汞灯的工作汞蒸气压为 0.2～1兆帕，超
高压汞灯的工作汞蒸气压为 1兆帕以上。",电动机、发电机、变压器、蓄电池、通讯设备、音视频设备、LED光源、半导体与集成电路、显示模组、印刷电路,"电暖的毯子/褥子/足套或类似品、电暖的衣服/靴/鞋/耳套或其他供人穿戴的电暖物品, ;
制灯泡和光源/阴极射线管及类似品用的未封口玻璃外壳及其玻璃零件,7011;
专用于或主要用于制造半导体单晶柱或晶圆/半导体器件/集成电路或平板显示器的机器及装置,8486;
用于医疗/外科/牙科或兽医的真空设备,9018; 
电热家具,94;"
17类,车辆、航空器、船舶及有关运输设备,86,铁道及电车道机车、车辆及其零件;铁道及电车道轨道固定装置及其零件、附件;各种机械(包括电动机械)交通信号设备,"一、本章不包括 ： 
（一）木制或混凝土制的铁道或电车道轨枕或气垫火车用的混凝土导轨（税目 44.06或68.10）； 
（二）税目 73.02的铁道或电车道铺轨用钢铁材料；或  
（三）税目 85.30的电气信号、安全和交通管理设备。  
二、税目 86.07主要适用于：  
（一）轴、轮、行走机构、金属轮箍、轮圈、毂及轮子的其他零件；  
（二）车架、底架、转向架；  
（三）轴箱；制动装置；  
（四）车辆缓冲器；钩及其他联结器及车厢走廊联结装置；  
（五）车身。    
 1327  三、除上述注释一另有规定的以外，税目 86.08包括：  
（一）已装配的轨道、转车台、站台缓冲器、量载规；  
（二）铁道、电车道、道路、内河航道、停车设施、港口装置或机场用的臂板信号机、机械信号盘、平交道口控制
器、信号及道岔控制器，及其他机械（包括电动机械）信号、安全或交通管理设备，不论其是否装有电力照
明装置。",铁路/电车机车与车厢、轨道器件、专用信号/安全设备,"木制或混凝土制的铁道或电车道轨枕或气垫火车用的混凝土导轨,4406、6810; 
铁道或电车道铺轨用钢铁材料,7302;
电气信号/安全和交通管理设备,8530;"
17类,车辆、航空器、船舶及有关运输设备,87,车辆及其零件、附件、但铁道及电车道车辆除外,"一、本章不包括仅可在钢轨上运行的铁道或电车道车辆。  
二、本章所称“牵引车、拖拉机”，是指主要为牵引或推动其他车辆、器具或重物的车 辆。除了上述主要用途以外，不论其是否还具有装运工具、种子、肥料或其他货品的辅助装置。  
用于安装在税目 87.01的牵引车或拖拉机上，作为可替换设备的机器或作业工具，即使与牵引车或拖拉机一同进口或出口，不论其是否已安装在车（机）上，仍应归入其各自相应的税目。  
三、装有驾驶室的机动车辆底盘，应归入税目 87.02至87.04，而不归入税目 87.06。 
四、税目 87.12包括所有儿童两轮车，其他儿童脚踏车归入税目 95.03。 
 
子目注释：  
一、子目 8708.22包括： 
（一）带框的前挡风玻璃、后窗及其他窗；以及  
（二）装有加热器件或者其他电气或电子装置的前挡风玻璃、后窗及其他窗，不论是否带框。  
上述货品专用于或主要用于税目 87.01至87.05的机动车辆。",机动车（轿车、货车、客车）、摩托车、自行车、车辆底盘、车窗等,"铁道车辆,86;
儿童脚踏车,9503;"
17类,车辆、航空器、船舶及有关运输设备,88,航空器、航天器及其零件,"一、本章所称“无人驾驶航空器”是指除税目 88.01的航空器以外，没有飞行员驾驶的任何航空器，它们可设计用于载
物或安装永久性集成的数码相机或其他能在飞行中发挥实用功能的设备。  
但“无人驾驶航空器”不包括专供娱乐用的飞行玩具（税目 95.03）。 
 
子目注释：  
一、子目 8802.11至8802.40所称“空载重量”，是指航空器在正常飞行状态下，除去机组人员、燃料及非永久性安装
设备后的重量。    
二、子目 8806.21至8806.24及8806.91至8806.94所称“最大起飞重量”，是指航空器在正常飞行状态下起飞时的最
大重量，包括有效载荷、设备和燃料的重量。  
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
本国子目注释： 
本国子目 8806.2110 、8806.2210 、8806.2310 、8806.2410 、8806.2910 、8806.9110 、8806.9210 、8806.9310 、8806.9410
所称“航拍无人机” ，是指搭载固定的或可替换的摄影摄像载荷（无论是否装置光学镜头） ，具有无线电遥控和数字图传
能力，设计用于在空中拍摄影像，且不具备其他与飞行相关实用性功能的无人驾驶航空器。",飞机、直升机、无人机（非玩具）、航天器及零件附件,"娱乐型无人飞行玩具,9503;"
17类,车辆、航空器、船舶及有关运输设备,89,船舶及浮动结构体,已装配、未装配或已拆卸的船体、未完工或不完整的船舶以及未装配或已拆卸的完整船舶，如果不具有某种船舶的基本特征，应归入税目 89.06。,船舶、艇、驳船、浮桥、平台等；未装配但具船舶基本特征者,
